pais,departamento,provincia,municipio,circunscripcion,tipo_cargo,titular_suplente,posicion,nombre,genero,sigla,no,twitter,perfil_facebook,pagina_facebook,pagina_web,Patrimonio_fecha,total_bienes,valor_bienes,rentas,deudas,Denuncia_fecha,denunciante,tipo,contenido,fuente
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Titular,,Lola Terrazas Terrazas,,C-A,4,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Suplente,,Edith Avalos Menacho,,C-A,4,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Titular,,Silvana Mucarzel Demetry,,UCS,5,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Suplente,,Denny Guzmán Campero,,UCS,5,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Titular,,José Antonio Alberti Uzqueda,,C-A,6,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Suplente,,Rubén Federico Morón Encinas,,C-A,6,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Titular,,Luis Miguel Fernández Rea,,UCS,7,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Suplente,,Eunice Delly Rivero Urrutia,,UCS,7,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Titular,,Rosario Callejas Terrazas,,MAS-IPSP,8,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Suplente,,Rolando Santos Pacheco Chávez,,MAS-IPSP,8,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Titular,,Karina Segundina Arihuela Puma,,C-A,9,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Suplente,,Noemy Karina Centellas Padilla,,C-A,9,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Titular,,Gabriela Garzón Cruz,,UCS,10,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Suplente,,Maykol Negrette Becerra,,UCS,10,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Titular,,Carlos Manuel Saavedra Saavedra,,DEMOCRATAS,11,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Suplente,,Luis Alberto Vaca Bejarano,,DEMOCRATAS,11,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Alcalde,,,Raúl Gonzalo Alvis Claudio,,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Concejal,Titular,,Wilfredo Añez Carrasco,,CREEMOS,1,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Concejal,Suplente,,Ovidio Melendres Montaño,,CREEMOS,1,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Concejal,Titular,,Juana Piedra Orcko,,MAS-IPSP,2,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Concejal,Suplente,,Eliseo Patiño Quiroz,,MAS-IPSP,2,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Concejal,Titular,,Alcides Peña Jimenes,,MTS,3,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Concejal,Suplente,,Ana María Fajardo Coro,,MTS,3,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Concejal,Titular,,África Karime Guzmán Tarabillo,,CREEMOS,4,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Concejal,Suplente,,María Elena Melgar Ribera,,CREEMOS,4,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Concejal,Titular,,Paúl Ardaya Rodríguez,,MAS-IPSP,5,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Concejal,Suplente,,Cinthia Velásquez Espinoza,,MAS-IPSP,5,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Concejal,Titular,,Mabel Moreno Añez,,MTS,6,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Concejal,Suplente,,Bernabé Mamani Flores,,MTS,6,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Concejal,Titular,,Julio César Justiniano López,,CREEMOS,7,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Cotoca,,Concejal,Suplente,,Felipe Montero Candia,,CREEMOS,7,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Alcalde,,,Neptaly Mendoza Durán,,TPP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Concejal,Titular,,Ana Erika Unzueta Schlink,,TPP,1,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Concejal,Suplente,,María Isabel Suárez Oyola,,TPP,1,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Concejal,Titular,,Hernán Joel Gutiérrez Mojica,,NEGROS,2,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Concejal,Suplente,,Mauricio Romero Velasco,,NEGROS,2,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Concejal,Titular,,María Isabel Zambrana Michaelis,,SOL,3,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Concejal,Suplente,,Margoth Gómez Blanco,,SOL,3,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Concejal,Titular,,María René Caero Leaños,,CREEMOS,4,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Concejal,Suplente,,Andrea Camacho Tarradelles,,CREEMOS,4,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Concejal,Titular,,Juan Rodríguez Avendaño,,TPP,5,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Concejal,Suplente,,Wilson Justiniano Ruiz,,TPP,5,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Concejal,Titular,,María Astir Bazán Gutiérrez,,FE,6,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Concejal,Suplente,,Jimena Ugrinovic Sánchez,,FE,6,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Concejal,Titular,,Vivian Duabyakosky Jordán,,NEGROS,7,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Porongo,,Concejal,Suplente,,Flor María Galbis Urgel,,NEGROS,7,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Alcalde,,,Clemencio Chinahuanca Huanca,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Titular,,Jhoel Rodrigo Valverde Lafuente,,MAS IPSP,1,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Suplente,,Jessika Leidy Zabala Valle,,MAS IPSP,1,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Titular,,Marcos Velásquez Sánchez,,VOCES,2,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Suplente,,Gabriel Roberto Delgado Marañón,,VOCES,2,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Titular,,Guicela Campos Mariscal,,SPT,3,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Suplente,,Gary Banegas Heredia,,SPT,3,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Titular,,Herlan Castillo Moreno,,CREEMOS,4,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Suplente,,Mauricio Maldonado Cáceres,,CREEMOS,4,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Titular,,Olga Vilcca Ugarte,,MAS IPSP,5,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Suplente,,Silverio Santos Coronado,,MAS IPSP,5,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Titular,,María Elsa Pacheco Caballero,,VOCES,6,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Suplente,,Magy Olmos Coper,,VOCES,6,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Titular,,Rufino Correa Maldonado,,MAS IPSP,7,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Suplente,,Jessica Arleth Coca Maturano,,MAS IPSP,7,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Titular,,Darwin Sarmiento Ribera,,SPT,8,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Suplente,,Carla Minerva Sahonero Ribera,,SPT,8,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Titular,,Ronald Jorge Figueroa Nogales,,VOCES,9,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Suplente,,Jorge Antonio Fernandez Chipana,,VOCES,9,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Titular,,Lindaya Kakuda Vaca,,CREEMOS,10,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Suplente,,Selenne Mayra Velásquez Romero,,CREEMOS,10,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Titular,,Marina Sánchez Andia,,MAS IPSP,11,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,La Guardia,,Concejal,Suplente,,Juan Marcani Oruro,,MAS IPSP,11,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Alcalde,,,Hediberto Cuellar Cuva,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Concejal,Titular,,Bertha Yucra Yucra,,MAS-IPSP,1,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Concejal,Suplente,,Wilberd Nova Terceros,,MAS-IPSP,1,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Concejal,Titular,,Enrique Ballesteros Torrez,,DEMOCRATAS,2,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Concejal,Suplente,,Saúl Yvan Pereira Pérez,,DEMOCRATAS,2,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Concejal,Titular,,Saúl Escobar Veizaga,,UNIDOS,3,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Concejal,Suplente,,Juan Guerrero Rivas,,UNIDOS,3,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Concejal,Titular,,Constancio Mamani Navia,,MAS-IPSP,4,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Concejal,Suplente,,Sofía Ortuste Cuanqui,,MAS-IPSP,4,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Concejal,Titular,,Martha Ábrego Pinto,,DEMOCRATAS,5,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Concejal,Suplente,,Yolanda Urquiza Zuñiga,,DEMOCRATAS,5,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Concejal,Titular,,Placida Escapa Meras,,MAS-IPSP,6,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Concejal,Suplente,,Teofilo Honor Arandia,,MAS-IPSP,6,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Concejal,Titular,,Edgar Junior Montenegro Severiche,,DEMOCRATAS,7,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,El Torno,,Concejal,Suplente,,,,,7,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Alcalde,,,Juan Carlos Montaño Arias,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Titular,,Josefa Villegas Urquiza,,MAS-IPSP,1,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Suplente,,David Apaza Pañuni,,MAS-IPSP,1,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Titular,,Cecilia Arteaga Paz,,CREEMOS,2,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Suplente,,Pura Villarroel Flores,,CREEMOS,2,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Titular,,Quety Salvatierra Justiniano,,APC,3,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Suplente,,Jas Winder Singh Saldaña,,APC,3,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Titular,,Freddy Apaico Jaldín,,MAS-IPSP,4,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Suplente,,Elizabeth Santos Pacheco,,MAS-IPSP,4,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Titular,,Raúl Paniagua Gil,,SPT,5,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Suplente,,Elsa Daniela Santos Gutiérrez,,SPT,5,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Titular,,Pablo Andrés Viveros Gomez,,CREEMOS,6,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Suplente,,Juan Carlos Arauz Cuellar,,CREEMOS,6,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Titular,,Marina Salazar Vela,,MAS-IPSP,7,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Suplente,,Freddy Gonzalo Fuentes Choque,,MAS-IPSP,7,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Titular,,Anibal Saldaña López,,APC,8,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Suplente,,Celia Vargas Gonzales,,APC,8,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Titular,,Tiburcio Ovidio Merida,,MAS-IPSP,9,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Suplente,,Eulalia Nancy Huayllani Silvestre,,MAS-IPSP,9,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Titular,,María Dora Pérez Ribera,,CREEMOS,10,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Suplente,,Doly Verónica López Román,,CREEMOS,10,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Titular,,Susy Pérez Justiniano,,SPT,11,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,,Concejal,Suplente,,Álvaro Vaca Franco,,SPT,11,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Alcalde,,,Hernán Iván Arias Durán,,PBCSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Titular,,Yelka Fabiola Maric Palenque,,PBCSP,1,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Suplente,,Eddy Javier Vera Monzon,,PBCSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Titular,,Eliana Paco Paredes,,MAS-IPSP,2,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Suplente,,Miguelo Catacora Cordero,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Titular,,Oscar Manuel Sogliano Helguero,,PBCSP,3,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Suplente,,Maria Del Carmen Renjel Aramayo,,PBCSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Titular,,Javier Gustavo Escalier Orihuela,,MAS-IPSP,4,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Suplente,,Ana Karina Vega Chuquimia,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Titular,,Lourdes  Chambilla,,PBCSP,5,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Suplente,,Bruno Hernan Martinez Leon,,PBCSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Titular,,Roxana Maria Perez Del Castillo Brown,,MAS-IPSP,6,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Suplente,,Osvaldo Incapoma Tancara,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Titular,,Lucio Gregorio Quispe Intimayta,,PBCSP,7,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Suplente,,Paola Alejandra Alvarez Enriquez,,PBCSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Titular,,Lucia Mamani Salas,,PBCSP,8,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Suplente,,Reynaldo Olorio Esquivel,,PBCSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Titular,,Pierre Chain Wanna,,MAS-IPSP,9,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Suplente,,Claudia Ximena Gonzales Garron,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Titular,,Jorge Dulon Fernandez,,PBCSP,10,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Suplente,,Adriana Brenda Chavez Quisbert,,PBCSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Titular,,Joselinne Sonia Pinto Villanueva,,MAS-IPSP,11,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Nuestra Señora De La Paz,,Concejal,Suplente,,Edwin Wilfredo Julio Cutily Quelca,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Alcalde,,,David Luna Mamani,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Concejal,Titular,,Froilán Miguel Choque Cruz,,MAS-IPSP,1,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Concejal,Suplente,,Roesana Marina Pacari Morales,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Concejal,Titular,,Adelaida Wilma Huanca Limachi,,MAS-IPSP,2,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Concejal,Suplente,,Wilson Mamani Condori,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Concejal,Titular,,Edwin Amaru Flores,,J.A. LLALLA.L.P.,3,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Concejal,Suplente,,Estephany Brenda Chambi Rada,,J.A. LLALLA.L.P.,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Concejal,Titular,,Rolando Erlan Tapia Muñoz,,MAS-IPSP,4,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Concejal,Suplente,,Irene Pérez Guarachi,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Concejal,Titular,,Matilde Flora Lara Flores,,MCP-NG,5,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Concejal,Suplente,,Irena Condori Tarqui,,MCP-NG,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Concejal,Titular,,Marina Colque Apaza,,MAS-IPSP,6,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Concejal,Suplente,,Bladimir Nilo Vargas Machaca,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Concejal,Titular,,Franz Rosio Huayta Paja,,MPS,7,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Palca,,Concejal,Suplente,,Eugenia Pacheco Quispe,,MPS,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Alcalde,,,Enrrique De La Cruz Mendoza,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Concejal,Titular,,Petrona Anara,,MAS-IPSP,1,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Concejal,Suplente,,Teofilo Miguel Cuevas Poma,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Concejal,Titular,,Ever Gustavo Venegas Ramos,,MPS,2,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Concejal,Suplente,,Carla Illanes Mena,,MPS,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Concejal,Titular,,Santos Valerio Paucara Flores,,MAS-IPSP,3,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Concejal,Suplente,,Lizeth Venegas Castillo,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Concejal,Titular,,Nemia Rosario Quispe Tapia,,MAS-IPSP,4,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Concejal,Suplente,,Basilio Quispe Saico,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Concejal,Titular,,Marlene Eva Venegas Castillo,,J.A. LLALLA.L.P.,5,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Concejal,Suplente,,Juanito Julian Solis Alvarez,,J.A. LLALLA.L.P.,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Concejal,Titular,,Reini Gema Callizaya Poma,,MPS,6,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Concejal,Suplente,,Alex Oscar Tapia  Tapia,,MPS,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Concejal,Titular,,Florinda Torrez Rojas,,ASP,7,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Mecapaca,,Concejal,Suplente,,Carolina Quispe Quiñones,,ASP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Alcalde,,,Manuel Lucio Condori Quispe,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Concejal,Titular,,Teodora Quispe Casillo,,MAS-IPSP,1,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Concejal,Suplente,,Fidel Quiñajo Limachi,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Concejal,Titular,,Grover Gamarra Rivas,,PAN-BOL,2,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Concejal,Suplente,,Lourdes Quispe Calderón,,PAN-BOL,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Concejal,Titular,,Wuilly Huayllucu Condori,,ASP,3,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Concejal,Suplente,,Juan Lima Quisbert,,ASP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Concejal,Titular,,Pedro Ninaja Villca,,MAS-IPSP,4,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Concejal,Suplente,,Claudia Elizabeth Tapia Quisbert,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Concejal,Titular,,Virginia Illanes De Santander,,PAN-BOL,5,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Concejal,Suplente,,Basilio Siñani Condori,,PAN-BOL,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Concejal,Titular,,Marleny Pamela Chávez Echave,,MAS-IPSP,6,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Concejal,Suplente,,Alberto Churqui Yujra,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Concejal,Titular,,Juana Huacoto López,,ASP,7,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,Achocalla,,Concejal,Suplente,,Lilian Cuentas Laura,,ASP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,El Alto,,Alcalde,,,Mónica Eva Copa Murga,,J.A. LLALLA.L.P.,,,,,,,,,,,,,,,
